Doc_ID,LHI_Score,Total_Summary_Entities,Hallucination_Count,Hallucinated_Entities
4343,0.4375,16,9,"Cr; Periyar EVR; Scheneck; Bennet Coleman & Co. vs State of J & K (1974 J & K .L.R. 591); Bowmen vs Secular Society Ltd. , 466 7; Chinna Annamalai vs State (A.I.R. 1971 Madras 448 F.B.); Jwalamukhi vs State of A.P. (I.L.R. referred; Mohammad Khalid vs Chief Commissioner (A.I.R. 1968 Delhi 18 FB); U.S. ; , 527_ 63 L.ed"
4344,0.6,10,4,"rule 3 and rule 3(b); section B.; Girja Shanker vs S.D.O. Harda and Ors., A.I.R. 1973 M.P. 104; Ramrattan vs State of M.P. and Ors., I.L.R. 1964 M.P. 242"
4345,0.6,10,4,"PG NO 821 PG NO 822; Jung Bahadur Singh vs Baij Nath Tiwari; Shaikh Kasim vs Superintendent of Post Office, Chingletut, AIR 1965 Mad. 502; Ali Mohd"
4346,0.7419354838709677,31,8,"S.23; Indian Contract Act; Bhagwanti Genuji Girme vs Gangabisan Ramgopal, I.L.R.; Gopi Tihadi vs Gokhei Panda, I.L.R. 1953 Cuttack 558; Jaffrey & Co. vs Bamford, (1921) 2 K.B. 351; Pringle vs Jafer Khan, All. 443; Raghoonauth Shoi Chotayloll vs Manickchund and Kaisreechund, (1856) 6 M.I.A. 251; Anderson"
4347,0.5,18,9,"s.14; s.15; s.15(7); s.25B; s.25B(10); s.25B(8); s.25B.; s.38; V. K. Varma vs Radhey Shyam, A.I.R. 1964 S.C. 1370"
4348,0.75,4,1,section 49
4349,0.9230769230769231,13,1,"Uppoottil, Kottayam vs Income tax Officer, Kottayam"
4350,1.0,3,0,
4351,1.0,13,0,
4352,0.8,10,2,"sections 71, 89, 93 and 95; Bhopal State Land Revenue Act, 1932"
4353,0.6666666666666667,3,1,Constitution
4354,0.5,8,4,"July 1, 1975; March 22, 1966; Konchada Ramamurthy Subudhi; Gopinath Naik"
4355,0.47058823529411764,17,9,"Government of Maharashtra; Olympic Oil Industries Ltd.; Articles 14, 19(i)(g) and 300A; Section 41A. (8) Section 41A; AIR 1984 Bom.; Tapti Oil Industries vs The State of Maharashtra; S.L.P. (Civil) No. 10144 and 10550 of 1986; W.P. No. 3275 of 1985; Supreme Court"
4356,0.8461538461538461,13,2,Murtaza Fazal Ali; Speisar vs Randall
4357,0.5652173913043479,23,10,"25th June, 1974; Orissa; M. V.; High Court of Orissa; Sub section (7) Of section 63; Sub section (7) of section 63; section 51; section 68; sub section (7) of section 63; sub section 7 in section 63"
4358,0.875,16,2,Supreme Court; Delhi Development Authority
4359,0.7,20,6,Central Excise; Industrial General Products Pvt; Textile Industry; entry 15AA; August 3.; India
4360,0.6666666666666667,3,1,Supreme Court
4361,0.8,5,1,Supreme Court
4362,0.33333333333333337,6,4,"1.01; 1.03; Dr. Dinesh Kumar and Others vs Motilal Nehru Medical College, Allahabad and others, [1986] 3 SCC page 727 at 740; Motilal Nehru Medical College, Allahabad"
4363,0.7352941176470589,34,9,"Jeo; Nilla va; Shakuntlabai arid Annapoornav; Railways; 16.2.28; Hub; Edward vs Jenkins, [189 6]; Effuah Amiss ah vs Effuah Krabah, AIR 1936 P.C. 147; AIR 19 59 SC 1041"
4364,0.6666666666666667,9,3,State of Bombay; B.K. Joshi; P.S. Kane
4365,0.9117647058823529,34,3,"clause (iii)(a) of the proviso to section 139(1); 1032 1036 of 1973, 1927 1933 of 1978 and 1288 and 1289 of 1980; P. vs M. Chandra Sekhar"
4366,0.9285714285714286,14,1,"Ananda Behera vs The State of Orissa, [1955] 2 S.C.R. gig"
4367,0.9,20,2,"Per Subba Rao; Rex vs Electricity Commissioners, , Rex vs London County Council, , R. vs Legislative Committee Of the Church Assembly, (1928) 1 K.B. 411"
4368,0.5833333333333333,12,5,"H. M. Advocate vs Fraser, (1878)4 Couper 70; K. M. Nanavati vs State of Maharashtra, [1962] Supp. 1 S.C.R.567; Kamla Singh vs State, A.I.R. 1955 Pat; Ramhitram vs State, A.I.R. 1956 Nag. 187; S.C.R. 875"
4369,0.8490566037735849,53,8,"Ministry of Labour, Government of India; 20 2 1971; Article 14 & 16; Further 255 Rule, 2302; section 25F. [264 B] 2:2; sections 9A and 25F; Assam Match Co. Ltd. vs Bijoy Lal Sen; Tata Iron & Steel Company Ltd. vs Workmen"
4370,0.9642857142857143,28,1,"Himachal Pradesh Act, 1954"
4371,0.8666666666666667,15,2,Bombay; . 501
4372,1.0,9,0,
4373,0.84375,32,5,"Ministry of Rehabilitation, New Delhi; State of Kerala; 10.8.1985; Registrar of Cooperative Societies, Trivandrum & Anr; K.G. Madhhvan Pillai"
4374,0.8260869565217391,23,4,"item 82, List I of Schedule 7; Supreme Court; Wanchoo; Sardar Baldev Singh vs Commissioner of Income tar, Delhi and Agra [1961] 1 S.C.R. 482"
4375,0.653061224489796,49,17,"Act V of 1125; 67 522; article 133; articles 214 and 225; section 1 1 of Regulation IV of 1099; section 12 of Regulation IV of 1099; Court of the District Judge at Kottayam (Travancore); District Court of Kottayam; High Court of Travancore; Supreme Court; Malabar; Beg vs Pestan ji Dingha and Another; Chhajju Ram vs Neki (49 I.A. 144); Rex vs Northumberland Compensation Appeal Tribunal, Ex Parte Shaw; Jacobite Syrian Church; 14th April, 1952; 8th of August, 1946"
4376,1.0,9,0,
4377,0.6666666666666667,6,2,"Sri Balasaraswati vs A. Parameswara Aiyar, A.I.R. 1957 Mad. 122; Venkatarao vs Venkatratnam, A.I.R. 1952 Madras 872"
4378,0.6363636363636364,11,4,"Andhra Pradesh; sections 5 and 5A; A.P. General Sales Tax, 1957; Supreme Court"
4379,0.9411764705882353,17,1,August 6 and
4380,0.8571428571428572,21,3,r. 19(1) and (3); r. 19(1); (2); rr. 7(f) 'and 10
4381,0.8,5,1,Srinivasa Enterprises and others vs Union of India
4382,0.9166666666666666,12,1,C.P.C.
4383,0.0,3,3,396 Basanta Chandra Ghose vs King Emperor ([1945] F.C.R. 81); Makhan Singh Tarsikka vs The State of Punjab ([1952] S.C.R. 368); Naranjan Singh vs The State of Punjab
4384,1.0,8,0,
4385,0.8333333333333334,18,3,"East Punjab; Frontier Railway; State of Bombay vs Saubhag Chand M. Doshi, [1958] S.C.R. 571"
4386,0.8888888888888888,9,1,section 141(2) 194
4387,1.0,3,0,
4388,0.8,5,1,(1961) 12 S.T.C. 476
4389,0.875,8,1,Madras State
4390,0.5714285714285714,14,6,"B. Baliah v Chandoor Lachaiah, A.I.R. 1965 A.P. 435 (D.B.); K Parasuramaiah v Pokuri Lakshmamma AIR 1965 A.P. 220; Kelley vs Goodwin, [1947] All E.R. P. 810; M/s. Central Tobacco Co. vs Chandra Prakash, Civil Appeal No. 1175/69 [SC]; [1974] I S.C.C. 661; Supreme Court"
4391,0.631578947368421,19,7,"Ss. 488 to 490; 1956 Act; 1956 Act 16 M 255 Sup CI/75 484 and section 488; Cr; T. Ramankutty Achan vs Kalyanikutty, A.I.R. 1971 Kerala 22; Raj Mohinder Kaur; Punjab"
4392,0.7777777777777778,9,2,Guli Venkataswami (A.I.R. 1950 Mad. 309); Queen Empress vs Sami and Another ([1890] I.L.R. 13 Mad. 426)
4393,0.5263157894736843,19,9,"Amendment Act of 1950; amendment of 1950; Badraddin Abdul Rahim vs Sitaram Vinayak Apte (I.L.R. disapproved; Colonial Sugar Refining Co. Ltd. vs Irving , Nanabin Aba vs Sheku bin Andu (I.L.R. , Delhi Cloth and General Mills Co. Ltd. vs Income tax Commissioner, Delhi (54 I.A. 421; Gordhan Das vs Governor General in Council (A.I.R. 1950 Punj. 103); Kirpa Singh vs Rasaldar Ajaipal Singh (A.I.R. 1928 Lab. 627); Ram Singha vs Sankar Dayal (I.L.R. 50 All. 965; Sardar Ali vs Dalimuddin (I.L.R. applied; re Vasudeva Samiar (A.I.R. 1929 Mad. 381"
4394,0.9230769230769231,13,1,Chandrup Singh
4395,0.7659574468085106,94,22,"Amendment Act 1984; Land Acquisition Bill 1982; Dec. 4, 1984; Section 23(2) and 28; Sub section (2) of Section 30; sub section (2) of Section 23; Knullerv; Motilal; Godfrey Philips India Ltd.; Acharaya Maharajshri Narandraprasadji Anandprasadji Maharaj; Cassell vs Broome,/1972] A.C. 1027, 1086; Conway vs Rimmer, ; , 938; DPP vs Myers, [1965] A.C. 1001, 320 1022; DPP, [1973] A.C. 435,455; Girdhari Lal Gupta vs; I.T.O. 'A ' Ward, Calcutta & Ant; Jones vs Secretary of State for Social Services, [1972] A.C. at 966; Myers vs Director of Public Prosecutions, L.R. 1965 A.C. 1001 & 1021; National Bank vs Whitney; Pillani Investment Corporation Ltd. vs; Steadman vs Steadman, , 542; Superior Judiciary of India"
4396,1.0,3,0,
4397,0.9090909090909091,22,2,"Glossop vs Glossop, , Halsburys Law of England 4th Ed., Vol. 7, p. 316; Raj Kumar vs Union of India, [1968] SCR 857"
4398,0.8666666666666667,30,4,"Civil Appeal Nos.; proviso to section 4(I)(a); Wealth tax Act; M.G. Kol lankulam vs C.I.T., ITR 160 (Kerala)"
4399,0.77,100,23,"Murthy Match Works; Andhra Pradesh; State of Assam; . 7; Art 143; article 246(2) read with Entry 1 1A; cl. 4(l); cl. 7; Murtaza Fazal Ali; P. N. Bhagwati; Liyanage; N. Sen; R. section Sarkaria; Shamsher Singh; Chandra Mohan and others, vs State of U.P. & Ors; Chhabildas Mehta vs The Legislative Assembly Gujarat State, 1970 II Gujarat Law Reporter 729; Province of Madras vs Messrs Boddu Paidanna, ; Central Provinces; Ram Kishore Sen vs Union of India, AIR 1965 Cal. 282; St. Xaviers College, [19751 1 SCR 173, 201 202; State of Assam & Anr.; State of Orissa vs Sudhansu Sekhar Misra & Ors., [968] 2 SCR 154; L. V. A. Dixitulu; [579 D] 489 (e)"
4400,1.0,21,0,
4401,0.7692307692307692,26,6,"sections 49, 50 and sub section (2) of section 55; Churton vs Douglas, 1859 John 174; Commissioner of Income tax vs Mohanbhai Pamabhai, ; K. N. Daftary vs Commissioner of Income tax; Jagdev Singh Mumick vs Commissioner of Income tax; Trego vs Hunt; commissioner of Income tax vs Michel Postal, commissioner of Income tax vs Jaswant Lal Dayabhai"
4402,0.8888888888888888,9,1,Jawan
4403,0.8888888888888888,9,1,Supreme Court
4404,0.8181818181818181,22,4,"s.3(1); sections 22 or 38; State vs Boodi Reddappa, [1975]1 Karnataka Law Journal 206; V. Naraina Reddy vs Commissioner of Transport, , B.G. Bhagwan vs Regional Transport Officer, A.I.R."
4405,0.7894736842105263,57,12,"Central Govt; State of Maharashtra; Bombay Rents, Hotels and Lodging House Rates Control Act, 1947, (Maharashtra Act 17 of 1973); U. section Laws; 28th Nov., 1968; 4th Dec., 1968; December 22, 1970; September 15, 1986; Malkani; s 91 [1]; sec.; subsection (1) of section 5"
4406,0.75,12,3,"Section 523 read with 516A; Essential Commodi ties Act, 1955; Essential Commodities (Amendment) Act, 1974"
4407,0.5454545454545454,11,5,I.T. Act; I.T.O.; Grovernor General in Council vs Shiromani Sugar Mills Ltd.; M. K. Ranganathan vs State of Madras; Shakuntala vs The Peoples ' Bank of Northern India Ltd.
4408,1.0,4,0,
4409,0.7,10,3,"5 9 1976; State of Kerala vs Krishna Kurup Madhava Kurup, A.I.R 1971 Kerala 211; State of West Bengal vs Howrah Municipal Corporation"
4410,1.0,2,0,
4411,1.0,22,0,
4412,1.0,6,0,
4413,0.8387096774193549,31,5,"Chapter 655 Note (1); heading 98.01; customs Act, 1962; Central Board of Customs and Excise; Central Board of customs and Excise"
4414,1.0,4,0,
4415,0.4444444444444444,9,5,"Constitution of India; Supreme Court; Chandi Prasad Chokhani vs The State of Bihar, [1962] 2 section G. R. 276; Kanhaiyalal Lohia v, Commissioner of Income Tax Bengal, [1962] 2 section C. R. 839; State of Bombay vs M/s. Ratilal Vedilal, [1961] 2 section C. R. 367"
4416,0.7857142857142857,28,6,sections 304 A/338; Cr; Cr.; P.C.; Cr.; Surinder Mohan Vikal vs Ascharaj Lal Chopra
4417,1.0,6,0,
4418,1.0,3,0,
4419,0.8888888888888888,18,2,Vellodi; Regulation XXV of 1358 Fasli
4420,0.7692307692307692,26,6,"Explana tions II and VI; C.P.C.; Code of Civil Procedure; Bai Lakshmi Rani; 637 Sheoparsan Singh vs Ramnandan Prasad Singh, .AIR 1916 PC 78=43 I.A. 91; Daryao Kunwar, [1966] 3 S.C R. 300"
4421,0.9259259259259259,27,2,L; Rule 3
4422,0.6333333333333333,30,11,"Article 141; Andhra Pradesh vs Pusala Rama Ram A.I.R. 1967 Andhra Pradesh 49; Chandra Nath Bagchi vs Nabadwip Chandra Dutt and others A.I.R. 1931 Calcutta 476; Dwerryhouse vs United Co operative Dairies, Ltd. [1962] 1 All England Law Reports 936; Jr. Warden Petitioner, 72 1227 vs David L. Rice; Nagar Mahapalika Aqra vs Ant Ram A.I.R. 1906 Allahabad; Skeate vs Moore [1971] 3 All England Law Reports, 1306; State of Bombay vs Ramanlal Jamnadas Gandhi I.L.R. [1960] Bombay, 404; Supreme Court; Charles L. Wolff; W. T. Stone"
4423,0.7777777777777778,9,2,"section 5 or section 7; Payment of Wages Act, 1936"
4424,0.7142857142857143,7,2,"Companies Act; Rajbir Kaur vs M/s. section Chokesiri & Co., JT 1988(3) SC 593"
4425,0.8823529411764706,17,2,Transport Ministry; article 311 and r. 5
4426,0.9420289855072463,69,4,"rule 3(a); [600E] (d); s 15 (1)(a) and (b) of the 555; 559 Gouriet vs Union of Post offices Workers & Ors., to 752; Joseph Loohner vs People of the State of New York"
4427,0.7857142857142857,14,3,"Modi & Co. vs Union of India; Ramcoomar vs Macqueen, 1872 I.A. 11 Bengal LR 46; 9 978 SCI/78 426"
4428,0.5,8,4,"Alienated Lands) Act, 1951; Madhya Pradesh Abolition of Proprietary Rights (Estates, Mahals; High Court of Nagpur; Supreme the"
4429,0.6923076923076923,13,4,"Motor Vehicles (Madras Amendment) Act, 1948; State Transport Appellate Tribunal; Per Sarkar; Motor Service, Tenkasi vs The State of Madras, I.L.R."
4430,0.8666666666666667,15,2,"Sewa Ram vs Kurukshetra University, LPA 97 of 1967; 17.7.1968"
4431,0.7954545454545454,88,18,"19(1)(f) and 19(1)(g); Part ITT; Section 3, sub section (1); sections 3B and 3C. [316 D E] 11; Central Govt; Desai; Per Beg; B. Kamble; Bhagwati; Narendra Kumar; Shirghal; B. Panerjee vs Anita Pan, ; @ 782; Hart Krishna Bagla vs State of M.P.; K. C. Gajapati Narayannai Rao and Ors., vs State of Orissa; Metropolis Theater Co. vs City of Chicago, 57 Lawyers Edn. 730; Panipat Corporation Sugar Mills vs Union of India, [1973] 2 SCR 860; Shree Meenakshi Mills Ltd. vs Union of India, , Secretary of Agriculture vs Central Reig Refining Co., 94 Law; S.C.R. 719 @ 720"
4432,0.9090909090909091,22,2,article 13 read with; articles 13 and 14
4433,0.8709677419354839,31,4,"1.4.1957; Explanation I of the Schedule; Amendment Act; Inland Revenue Commissioners vs Gittus, [1920] I KB 563"
4434,0.19999999999999996,5,4,"Cand Malojirao Shitole vs C. G. Matkar, A.I.R 1953 M. B. 245; Govind Sahl vs State of U. P. [1969] 1 S.C.R. 176; Pratap ginirh vs Gurbaksh Sinqh, [1962] Supp; Taka Qim Goakar vs R. V. Shakla"
4435,0.8,30,6,F377 H; 378 A G; 379 B D]; [385 C G] (b); section 1(3)Parliament; Bombay Textile Industry; Azeez Basha vs Union of India; Payment of Bonus Art
4436,0.9090909090909091,11,1,"Bradley vs Fisher, ; 1871"
4437,0.875,8,1,[788B C] 5
4438,0.5333333333333333,15,7,"523 A C, 524 G]; Indian Penal Code; Indian Penal code; Local Government vs Ganga Ram A.I.R. 1922 Nagpur 229; Packianathan A.I.R. 1920 Mad. 131(1); Satwant Singh Sawhney vs; D. Ramarathnam"
4439,0.8571428571428572,7,1,section ll(l)(d)
4440,0.6781609195402298,87,28,"Chandigarh; 17.12.81; Lal Haldar; Vinod Kamat; SCR 123; 196 Penal Code; Criminal Penal Code; Indian Partnership Act; ATR 1982 Punjab 372; Application No. 4876 of 1981; Cr l Misc.; Crl.; L J. 493; Petition No. 4876 of 1981; Superintendent [4] SCC 230; E.lzal Ali; Sabyasachi Mukharji; Akharbhai Nasarali vs Md. Hussain Bhai AIR 1961 MP 37; Avtar Singh and Anr vs Kirpal Kaur, Crl.; Basudeb Patra vs Kana; Kailash Nath Agarwal & Ors vs Prem Pal Agarwal & Anr; Kailash Vati vs Ayodhya Parkash, ILR (1973) 1 Punjab & Haryana, P 612; Kailash Vati vs Ayodhya Parkash, ILR (1977) 1 Punjab & Haryana 642 (FB); Kailash Vati vs Ayodhya Parkash, ILR (1977) 1 Punjab d: Haryana 642; Kiran Saini, 1977 Chandigarh Law Reporter 212; Suraj Kumar & Anr. vs Pratibha Rani, Criminal Misc; Surinder Mohan vs Smt; Surinder Mohan vs Smt Kiran Saini, 1977 Chandigarh Law Reporter 212"
4441,0.8571428571428572,7,1,Gokaraju Rangaraju vs State of A.P.
4442,0.5555555555555556,9,4,"section III(d); A.P. Cinema (Regulation) Rules, 1970; Specific Relief Act; March 24, 1976"
4443,1.0,4,0,
4444,0.21212121212121215,33,26,"Gwalior; Gwalior State; India; Jullandur; Pakistan; Punjab; 27 7 1946; January 26, 1950; Cattle Preservation and Development Committee; Government of Madhya Bharat; Ministry of Agriculture; Ministry of Food and Agriculture; High Court of Madhya ,Bharat; (1) (2) ; (3) 621; article 265; article 372; sub rule (1); Constitution of India; Madhaorao Phalke vs The State of Madhya Bharat; State of Bihar vs Maharajadhiraja Sir Kameshwar Singh of Darbhanga; State of Madras vs V. G. Row (2); A. C. Aggarwala; G. P. West; R. L. Kaura; R. R. Gulati; W. C. Miller"
4445,0.7761194029850746,67,15,"Rules 1, 2 and 3 of Chapter I; Sections 24(e) (1) and 26A; December 17, 1976; Baijnath; Guna; Kanglu Beula Kotwal; Ramgulam; Umakant Singh; AIR 1961 Punjab 429; AIR 1977 Pb. & Haryana; Harish Sambhu Prasad vs Bar Council of Gujarat, Special Civil Application Nos. 542 and 551 of 1969; State of Bihar; Durga; AIR 1977 S.C. 1703; Matter No. 304 of 1976"
4446,0.5555555555555556,18,8,"Sec. 125; Cr; Criminal Procedure Code, 1973; P.C.; P.C., 1973; [815C] 3.1 Section 125; [815E] 811; Mohd. Ahmed Khan vs Skah Bano Beghum"
4447,1.0,11,0,
4448,0.7142857142857143,14,4,1.01; 1.03; Sant Ram vs Rajinder Lal and Ors; Ravinder Kaur
4449,0.9,20,2,Identification of Prisoners Act; Per Sinha
4450,0.8461538461538461,13,2,U. P. Act; article 31 B read with the
4451,0.6818181818181819,22,7,"also 340; s 233; section 5 (1) (d) read with s.5 (2); sections 109,120 B and 420; Special judge Kerala; India; Chunne vs The State, A. I. R. 1954 All. 795"
4452,0.7142857142857143,21,6,Articles 14 and 19(1)(g); S.3; proviso to Clause 16(1); Constitution; 11.5.90; 293.90
4453,0.9090909090909091,11,1,"Delhi Municipal Corporation Act, 1957"
4454,0.8888888888888888,9,1,"Ramayya College, Bangalore"
4455,1.0,5,0,
4456,0.9166666666666666,12,1,Rules 10(5) & (6)
4457,0.7692307692307692,26,6,section 5 of the and section 17; (1967) I SCR 293; Abraham Ezra Issac Mansoor vs Abdul Latif Usman I.L.R. 1944 Bombay 549; Property & Bloodstock Ltd. vs Emer ton (1968) L.R. Chancery 94; Ellappa Naiker; Sivasubramania Manisaran
4458,0.875,16,2,cl. 2(b); Indus trial Court
4459,0.625,8,3,"clause (d) of section 14(1); clause (f) of a. 14(1); U.P. Town Areas Act, 1914"
4460,0.7142857142857143,7,2,High Courts of Delhi and Madras; Punjab and Haryana High Court
4461,1.0,5,0,
4462,0.8333333333333334,6,1,Sarpanch
4463,0.6666666666666667,18,6,"Decem ber 30, 1961; January 1 688 1962; January 2, 1962; Constitution; Pan chayat; article 226"
4464,1.0,5,0,
4465,0.25,8,6,"section 33A; Industrial Disputes Act; Express Newspapers (P) Ltd. vs Michael Mark & Anr., , India General Navigation & Railway Co. Ltd. vs Their Workmen; Ltd. vs Motipur Sugar Factory; Punjab National Bank Ltd. vs Its Workmen ; , Workmen of Motipur Sugar Factory (P); C.A. No. 2167/66"
4466,0.9393939393939394,33,2,"M.V. Joshi vs M.U. Shimpi, ; , 993 994; S.N. Sharma vs Bipen Kumar Tiwari [1970](3) SCR 946"
4467,0.9333333333333333,15,1,5.10.1988
4468,0.4545454545454546,11,6,"s, 426; Cr; Cr.; Cr. P. Code; Cr.; Lala Jairam Das vs King Emperor, L.R. 72 I.A. 120"
4469,0.8148148148148149,27,5,"Civil Procedure Code; Gratuity Act; Payment of Gratuity Act; (a) clause (g) of section 6; July 1st, 1914"
4470,0.6727272727272727,55,18,"Assam Act; Atiabari Tea Co. Lld; December 13, 1963; December 31, 1961; July lO, 1973; June 30, 1961; March 31, 1962; September 30, 1961; Supreme Court; A.V. Venkateswaran; Khyerbari; SCR 365; s.23; Mukharji; 487B D] Suganmal vs State of Madhya Pradesh and others; AIR 1965 SC 1740; J [1964] 6 477 SCR. 261; State of M. P. vs Bhailal Bhai [1964]6 SCR 261"
4471,0.7142857142857143,21,6,"entry 48 of List 11 of Sch; 571 State of Madras vs Gannon Dunkerly & Co., Ltd.; Asoka Marketing Co. Ltd. vs The State of Bihar, [1959] IO S.T.C. 110; Deputy Commissioner of Commercial Taxes vs M. Kyishna swami Mudaliar, [1954] 5 S.T.C. 88; Papreka Ltd. vs Board of Trade, , Love vs Norman Wright (Builders) Ltd.; Sri Sundararajan & Co. vs The State of Madras, [1956] 7 S.T.C. 105"
4472,0.6896551724137931,29,9,"John, Jain; Mehra & Co.; Serbia & Co.; Sethia & Co. Seth Loonkaran; Nathu Lal; Sugan Chand; 6 7 1948; 6 71948; Musammat Gomti"
4473,0.7692307692307692,13,3,FR 56(j); State of Rajasthan; Union of India vs J. N. Sinha [1971] 1 SCR 791
4474,0.4444444444444444,9,5,"Banaswmi Parshed vs Kashi Krishna Narain, (1900) L. R. 23 1; Haripada Dev vs State of; Radhakrishna Ayyar vs Swaminathna Ayyar, (1920) L. R. 48 I. A. 31; Sidheswar Ganguly vs State of West Bengal, [1958] section C. R. 749; West Bengal"
4475,0.5882352941176471,17,7,"Estoppel; Pre emption Act; Gopinath vs R.S. Nand Kishore, AIR 1952 Ajmer 26; Jethmal vs Sajanumal, [1947] Mewar Law Reports 36; Kanshi Ram Sharma vs Lahori Ram; Naunihal Singh vs Ram Ratan, ILR 39 All. 127; Pateshwari Partab Narain Singh vs Sitaram, AIR 1929 PC 259"
4476,0.7741935483870968,31,7,"Ceiling Act; Ranjit Singh; Article 19(6), to 1160; Gwalior Rayon Silk Manufacturing (Weaving) Co. Ltd.; State of Punjab; State of Kerala; Khetarpal Singh vs State of U.P. (High Court) [1975] Recent Decisions p. 366"
4477,0.25,4,3,"1988(3) SCR 646; Lt. Col. K.D. Gupta, vs Union of India; Major K.D. Gupta vs Union of India"
4478,0.8,5,1,High Court of Punjab at Simla
4479,0.9027777777777778,72,7,Sunder Lal; Government of the Police Service; Home Ministry; South Central Railway Secundrabad & Anr; India; ;Government of India and Anr; A. Janardhana vs Union of India & Ors
4480,0.5,14,7,"s 302; s.235(3); Criminal Procedure Code 1973; I.P.C.; Indian Penal Code; Ediga Annamina vs State of A.P.; [180 B, 177 F G] (5)"
