Doc_ID,LHI_Score,Total_Summary_Entities,Hallucination_Count,Hallucinated_Entities
3279,0.2857142857142857,7,5,"Kamal; Punjab Professions, Trades, Callings and Employments Taxation Act, 1956; F.L. Smith & Co. vs F. Greenwood (Survevor of Taxes), 8 T.C. 193; Firestone Tyre Co. Ltd. vs Lewellin; Grainger and Son vs Gough (Surveyor of Taxes)"
3280,0.4444444444444444,9,5,"Clause (b) Of section 22; section 22(b); Industrial Disputes (Appellate Tribunal) Act, 1950; J. K. Hosiery Factory vs Labour Appellate Tribunal of India (A.I.R. 1956 All. 498); Pipraich Sugar Mills Ltd. vs The Pipraich Sugar Mills Mazdoor Union"
3281,0.33333333333333337,12,8,"Sub section (t) of s.28; s.3; section 28 (l); sections 3 and 28 (1) and (2) and clause 3 of First Schedule; Ganesh Chandra vs Artatrana AIR 1965 Orissa 17; H.K Wattal v V.N. Pandya; Shambbu Nath v Surja Devi , AIR 1961 All. 180; Shivlal vs Union of India AIR 1975 M.P.40"
3282,0.18181818181818177,33,27,"Gwalior; Gwalior State; India; Jullandur; Pakistan; Punjab; 27 7 1946; January 26, 1950; Cattle Preservation and Development Committee; Government of Madhya Bharat; Ministry of Agriculture; Ministry of Food and Agriculture; High Court of Madhya ,Bharat; (1) (2) ; (3) 621; article 14; article 265; article 372; sub rule (1); Constitution of India; Madhaorao Phalke vs The State of Madhya Bharat; State of Bihar vs Maharajadhiraja Sir Kameshwar Singh of Darbhanga; State of Madras vs V. G. Row (2); A. C. Aggarwala; G. P. West; R. L. Kaura; R. R. Gulati; W. C. Miller"
3283,0.6666666666666667,6,2,"Income Tax Act, 1961; Bai Bhuriben Lallubhai vs Commissioner of Income tax, Bombay North Cutch and Saurashtra, [1956 ITR (XXIX) 543]"
3284,0.7,10,3,"Bengal Patni Taluks Regulation, 1819; February I3, 1941; June 3, 899"
3285,0.8,10,2,Article 21 and 24; Supreme Court
3286,1.0,5,0,
3287,0.8888888888888888,9,1,section 2(kkk).If lay
3288,0.4,10,6,"cl. 14; Iron & Hardware (India) Co. vs Firm Shamlal & Bros.; Jones vs Thompson , Jabed Sheikh vs Taher Malik 45 Cal; Kesoram Industries vs Commissioner of Wealth Tax; Krishna Mudaliar 1956 A.I.R. Pun; Malkha Singh vs M/s. N. K. Gopala"
3289,0.5333333333333333,15,7,"October 5, 1979; September 26, 1979; September 28, 1979; September 29, 1979; September 5, 1979; September 7, 1979; 1074G] Jayanarayan Sukul vs State of West Bengal"
3290,0.4,10,6,"Banaras School of Mitakshal; Banaras School of Mitakshara Hindu law; Banaras School of Mitakshara Hindu Law; Jayaram Rau; Minakshi vs Ramanada, Mad. 49; Ragavendra Rau vs"
3291,0.7142857142857143,7,2,"a. 61 E; Bombay District Police Act, 1890"
3292,0.6666666666666667,6,2,Cr; Pramatha Nath Taluqdar vs Saroj Ranjan Sarkar
3293,0.9166666666666666,12,1,"Kerala Compen sation for Tenants Improvements Act, 1958 (Act 29 of 1958)"
3294,0.6875,16,5,Schedule 1; section 2(a)(vii); section No. 14; Webster; State of Bihar vs Bhagirath Sharma & Anr
3295,0.75,40,10,"Universities of Rajasthan Act, 1946; Sections 6 and 7; State of Mysore; D.S. Nakara and Others vs Union of India [1983] 2 SCR 305=[1983] 2 SCR 165; Ernest J. Magerstadt, 57 Lawyers ' Edition 730; S.V. Narayanappa, [1967] 1 SCR 128; Special Courts Bill 1978, Gopalan vs State of Madras; State of Travencore Cochin vs Bombay Company Limited, [1052] 1112; State of West Bengal vs Union of India, [1964] l SCR 371; Yogendra Kumar Tiwari vs University of Rajasthan and Others"
3296,0.6666666666666667,9,3,claus 6; PG NO 625; 23.11.1983
3297,0.19999999999999996,20,16,"section 125(3); Criminal Procedure Code, 1973; Metropolitan Magistrate; Anuradha, AIR 1980 Karnataka 8; Arunachala vs Anandayammal, A.I.R. 1933 Mad. 668; Bai Appibai vs Khimji Cooverji, AIR 1936 Bom. 138; Bhikaji Maneckji vs Maneckji Mancherji; Biro vs Behari Lal, AIR 1958 J & K. 47; Din Muhammad ILR [1883] 5 Allahabad 226; Gunni vs Babu Lal, AIR 1952 Madnya Bharat 131; Jaggavarapu Basawamma vs Japgavarapu Seeta Reddi, A.l.; Mahrul , Emperor vs Daulat Raibhan & Anr., A.I.R. 1948 Nagpur 69; Panchoo vs Ram Prasad, AIR 1956 All. 41; Rita Nijhawan vs Balkishan Nijhawan, AIR 1973 Delhi 200; Vedayudhan vs Sukmari; Srikant Rangacharya Adya"
3298,0.16666666666666663,12,10,"Commissioner of Income tax, Mysore v.; Commissioner of Income tax, Mysore vs Gurunath Dhakappa; Commissioner of Income, tax, West Bengal vs Kalu Babu Lal Chand; Gokul Chand vs Hukum Chand Nath Mal, 48,I.A. 162; M.D.Dhanwatey vs Commissioner of Income tax M.P. ;S.RM.CT; P. N. Krishna Iyer vs Commissioner of Incometax Kerala; Palaniappa Chettiar vs Commissioner of Income tax,Madras; Piyeare Lal Adhishwar Lal vs Commissioner of Income tax; V. D. Dhanwatey vs Commissioner of income tax M.P.; I.T.R. 692"
3299,0.4545454545454546,11,6,"section 656; section 7(1); Emperor vs Ravji; Girish Chunder vs Queen Empress (1893) I.L.R.; Gokulchand Dwarka Das vs The King , Government of Bengal vs Heera Lall Dass and Others (1872) 17 W. R. Cr. 39; Queen Empress vs Chenchi Reddi (1901) I.L.R."
3300,0.5396825396825398,63,29,"Article 19 (1) (f); Article 19 (5); Amending Act, 1976; Central Sales Tax (Amendment) Act, 1969; Central Sales Tax (Amendment) Act, 1976; Central sales Tax (Amendment) Act, 1976; Constitutional Law of India; Hati Singh Mfg Co. Ltd.; Central India Motors vs C.L. Sharma; Chhotabhai Jethabhai Patel & Co, vs The Union of India The State of Bihar; Commissioner of Wealth Tax, Amritsar vs Suersh Seth; Hindustan Steel Ltd. vs State of Orissa, [1970] 1 S.C.R. 753; Jawala Ram vs State of Pepsu; Khemka & Co. vs State of Maharashtra; Khemka & Co. vs State of Maharashtra [1975] 3 S.C.R. 1973; M,K Papiah & Sons vs The Excise Commissioner & Anr; Maqbool Hussain vs The state of Bombay; Pai Bahadur Hurdut Roy Mati Lal Jute Mills v The State of Bihar & Anr., [1956] 7 S.T.C. 609; Raghunathan Prasad Mohan Lal vs Income Tax Appellate Tribunal, Delhi Bench & Ors; Shew Bhagwan Goenka vs Commercial Tax Officer & Ors; State of Bihar vs Rai Bahadur Hurdut Ray Moti Lall Jute Mills & Anr; State of Madras vs N.K. Nataraja Mudaliar; State of West Bengal vs S.K Ghosh; Wvg.) Co. Ltd. vs The Asstt; [1973] 32 S.T.C. 368; [1974] 2; Indore Region; Kehmka; S.C,R. 879"
3301,0.5555555555555556,27,12,DDT Company; T.T. Company; T.T. company; Taikron Tea Company Ltd.; (1) Clause 2(6A) (c); Section 2(3)(8); item 1 (land) and item 4; item 2 (profit and loss a/c) 12 833Sup CI/76 146; item 3; section 2(6C); Income Tax Act 1922; Mrs. Bacha F. Guzdar Bombay vs Commissioner of Income Tax Bombay 27 I.T.R. 1
3302,0.625,24,9,"Punjab Roadways; clause (xiv) of section 48(3); section 63 A; section 63(2); section 63(2) ibid; sub section (8) of section 57; M.V. Act; Motor Vehicles Act, 1959; Inter State Transport Appellate Tribunal"
3303,0.0,1,1,Motor Vehi cles Act
3304,1.0,1,0,
3305,0.7142857142857143,21,6,"Diesel Locomotive Works; 7/8th Decem ber, 1973; December 7/8th, 1973; Janu ary 22, 1966; Charegman; Railway Establish ment Code"
3306,0.0,1,1,"50 Meenakshi Mills, Madurai vs Commissioner of Income Tax, Madras"
3307,0.8048780487804879,41,8,"Supreme Court; April 16, 1984; Cr. P. C.; Election Commission commission; Lok Sabha; Mohd; A.K.M. Hassan Uzzaman vs Union of India; Yunus Saleem vs Shiv Kumar Shastri"
3308,0.7142857142857143,7,2,process 297; Supreme Court
3309,0.41538461538461535,65,38,"Clause Section 2(oo); Sections 2(00) and 25F; Boiler Explosions Act, 1882, [1891] I QBD 703; Industrial Dispute Act, 1947; Anaka palla Co operative Agricultural 115 and Industrial Society Ltd. vs Workmen; B.N. Mutto vs T.K. Nandi; Benett Coleman and Company Ltd. vs Employees, ;; Ealsing L.B.C. vs Race Relations Board; Employees vs India Reconstitution Corporation Ltd.; F.A. & AB Ltd. vs Lupton (Inspector of taxes); Gammon India Ltd. vs Niranjan Das; Goodlas Nerolac Paints vs Chief Commissioner, Delhi; Halar Salt and Chemical Works, Jamnagar vs Workmen; Iron & Steel Mazdoor Union, Kanpur vs J.K. Iron and Steel Co. Ltd.; Jugal Ki shore Saraf vs Raw Cotton Co. Ltd.; L. Robert D 'Souza vs Executive Engineer, Southern Rail way and Anr; Mahan Lal vs Bharat Electronic Ltd.; Managing Director, National Garages vs J. Gonsalves; Muir vs Keay, 44 MJMC 143; Pipraich Sugar Mills Ltd. vs Pipraich Sugar Mills Maz door Union; Presidency Jute Mills Co. Ltd. vs Presidency Juite Mills Co. Employees Union, [1952] I LLJ 796 (LAT) (Cal); Prince Ernest of Hanover vs Attorney General, and; Queen vs Commissioners; Re Dawson 's Settlement Lloyds Bank Ltd. vs Dawson; Reg vs Home Secretary, Ex P. Khawaja, [1984] AC 74 (HL); Reserve Bank of India vs Peerless Central Finance and Investment Co. Ltd., [1987] 2 SCR I; Srinivasa Enterprises vs Union of India; State of Orissa vs Sudhansu Shikhar Misra; Sub Nomine Barsi Light Railway Co. vs K.N. Joglekar; Sudarshan Banerjee vs Mcleod and C. Ltd.; Surendra Kumar Verma vs Central Govern ment Industrial Tribunal cum Labour Court, New Delhi; Sussex Peerage Case, [1844] II CI & Fin 85:8 ER 1034 (HL); Thompson vs Goold & Co.; Vishwamitra Press vs Workers; Whiteley vs Chappell, [1868] LR 4; [1963] Supp. 1 SCR 730; Sunclara Money; Anakapalli"
3310,0.6363636363636364,11,4,"sections 72 and 76; Commissioner of Income tax, Bengal vs Gurupada Datta; Commissioner of Income tax, West Bengal vs West, Bengal Mining Co.; Simbholi Sugar Mill Ltd. vs Commissioner of Income tax, U.P. & Rajasthan vs Banarsi Dass & Sons"
3311,0.7142857142857143,28,8,"Sub section (2) of section 392; section 391 and 392; sub section (2) of section 392; Dilworth vs Commissioner of Stamps, [1899] AC 99 at 105; Indira Nehru Gandhi vs Raj Narain at 97; J.K. (Bombay) Pvt. Ltd. vs New Kaiser I Hind Spg; Kalva Singh vs Genda Lal, ; at 309; Mansukhlal vs M. V. Shah, [1976] 46 Company cases 279 at 290 291"
3312,0.7272727272727273,22,6,"February 3, 1948; Quebec; Bristol and Exeter Railway vs Collins, VII H.L.C. 194; De Bussche vs Alt, (1878) L.R. 8 Ch; G.I.P. Railway Co. vs Radhakisan Kushaldas, I.L.R. ,; Kulu Ram Maigraj vs The Madras Railway Company, I.L.R."
3313,0.25,12,9,"American Baptist Formation Society; Property Association of the Baptist Churches (Pvt.) Ltd.; Supreme Court; s 19(2); s 91; ss 19(2) read with 28(1); May 31, 1975; Nov., 1977; Warrangal"
3314,1.0,1,0,
3315,0.6666666666666667,3,1,cl. 1(d)
3316,0.7884615384615384,52,11,"Cr. P.C.; P.C.; Prisons Act; Section 65, 116, 120 and 511; section 433A. [871A] 860; sections 43 and 433; Kehar Singh 's; 861 State of Himachal Pradesh vs A Parent of a student of Medical College, Simla, [1985] 3 SCC 169; Gopal Goads vs State of Maharashtra; Maru Ram vs Union of India; Sonapur Tea Co. Ltd. vs Must Mariruznessa"
3317,0.4347826086956522,23,13,"Vidyodaya University of Ceylon; Clause 4(vi); Clause 4(vii); S.14; s.14; A.Francis vs Municipal Councillors of Kuala Lumpur; Barber vs Manchester Regional Hospital Board and Anr; Lekhraj Sathramdas Lalvani vs N. M. Shah; Ridge vs Baldwin and Ors; S.R. Tiwari vs District Board, Agra; State of Orissa vs Dr. (Miss) Binapani; Bombay; Silva"
3318,N/A,0,0,
3319,0.875,8,1,City Corporation of Bangalore
3320,0.4285714285714286,28,16,"Entry 52 of List II of VII Schedule; Rule 10(2) of 446; Rule 24(2); Rule 25(3) (d); Rule 28(2) (b); Rule 62 and Rule 24(2); rule 25(3) (d); Maharashtra Municipali ties (Octroi) Rules, 1968; 31st March, 1984; High Court of Bombay; Burmah Shell Co. vs Belgaum Municipal, ll963I Suppl; H.M.M. Ltd. vs Administrator; Hira Lal Thakur Lal Dalai vs Brash Broach Munic ipality; Khandelwal Traders Akola vs The Akola Municipal Council, AIR 1985 Born; Municipal Committee Khurari vs Dhannalal Nethi & Ors; Municipal Council of Jodhpur vs Parekh Automobiles Ltd. & Ors"
3321,0.5652173913043479,23,10,"Taxation on Income (Investigation Commission) Act; Sections 2 (m), 3 and 4; section 2 (m) (iii) (a) and(b); sections 2(m) (i), 2 (m) (ii), 5 (1) and 5 (2); Per Tulzapurkar; 30.6.1956; Annamma Paul Perincherry vs Commissioner of Wealth Tax, Kerala; Commissioner of Wealth Tax, Kanpur vs J.K. Jute Mills Co.Ltd.; Commissioner of Wealth Tax, U.P. and others vs Padampat Singhania, 84 I.T.R. 799; Commissioner of Wealth Tax, West Bengal III vs Banarashi Prashad Kedia"
3322,0.5,4,2,District Collector Society); Vizianagaram
3323,0.25,20,15,"sections 4.and,12 of; Easement Acta; Abdul Rahim vs Sarafalli; Bavasaheb vs West Patent Co. 56 Bom; Colls vs Home and Colonial Stores; Donkangonda vs Ravanshivappa; Lekhraj Ray vs Kunhya Singh, 1876 77 L.R. 4 I.A. 223; Navalram vs Javerilal; Promoda Nath Roy vs section Chowdhry, Cal; Rayachand vs Maniklal, I.L.R. [1946] Boni; Runge Lall Lobes vs Wilson, Cal. 204; Sivavogeswara Catton Press vs M. Panchaksharappa; Sonabai vs Hiragayri; Vaman Shripad vs Maki, I.L.R. ,; [346F] 337"
3324,0.8,5,1,Dalip Singh vs State of Punjab
3325,1.0,2,0,
3326,0.6493506493506493,77,27,"534 section 15; Chapter III A; Section 18 A. Section 18 F; Section 18 F; Section 18A(1)(b); Section 18AA(1)(a)(b); Section 18AA(1)(c); Section 18AA(5); Sections 18A, 18 AA, 18 B, 18 C, 18 D, 18 E and 18 F; rule 538; section 15, section 16(1); section 16(2); section 18 F; section 18(A)(1)(b); section 18A and para 3; section 18A(1)(a); section 18AA(1)(b); sub clause (a) of section 18AA; Annie G. Phillip vs Commissioner of Internal Revenue; Heatley vs Tasmanian Racing & Gaming Commission, 14 Australian Law Reports 519; L. Kapoor vs Jagmohan & Ors; Lawrence Mitchell vs W. T. Grant Co.; Maneka Gandhi vs Union of India, [1978] 2 S.C.R. 621; Margarita Fuentes vs Robert L. Shevin; Ridge vs Baldwin, 1964 A.C. p. 40; Ridge vs Baldwin, ; ; 196; Sukhdev Singh"
3327,0.736842105263158,19,5,1.1.54; 29.2.48; Bhavnagar Darbar Gazette; Indian State Government; Limitation Act
3328,0.5833333333333333,36,15,"India; Article 13(1)(d) and Article 21; Article 19 (1)(b); Section 19; Section 85A; rule 499 A; section 85 A. [638H]; sub section (1) of section 91; A.P. Motor Vehicles Rules; Andhra Pradesh Motor Vehicles Rules, l964; Motor PG NO 632 PG NO 633 Vehicles Act, 1939; May 14, 1988; May l4, I988; October 31, l980; Om Prakash and Others vs Union of India and Others, AIR l97l SC 771"
3329,0.7647058823529411,17,4,"Constitution, Madras Regulation IV of 1951; Madras Act of 1948; para 5(2) Of the Fifth Schedule; September 7, 195o"
3330,0.6666666666666667,18,6,"U.P. Higher Judicial Service Rules, 1975; U.P. State Higher Judicial Service Rules, 1975; May 10, 1975; State Judicial Service Officers; Proviso 2 to Rule 26; O.P. Singla"
3331,0.4,5,3,"section 5(2) (a) (vi); Punjab Sales Tax Act, 1948; Patel Cotton Company Private Ltd. vs State of Punjab & Ors., 15 S.T.C. 865"
3332,0.6666666666666667,6,2,section 5(1)(d) read with section 5(2); Hoshiar Singh vs The State LXVII 1965 Punjab Law Reporter 438 @ 442
3333,0.5384615384615384,13,6,"Rule 28(1); Madras Commerical Crops Market Act, 1933; Kutti Koya vs State of Madras A.I.R. 1954 Mad. 621; Louis Drevfus & Co. vs South Arcot Groundnut Market Committee; M.C.V.S. Arunachala Nadar vs The State of Madras [1959] Suppl; Satyanarayana and Venkataraju Firm vs Godavari Market Committee A.I.R. 1959 Andh"
3334,0.40909090909090906,22,13,"Delhi Development Authority; Punjab State Electricity Board, Patiala; Union of India; PG NO 253 PG NO 254; Articles 1 1 and 16; Bidi Suppy Co.v.; Central Railway vs A.V.R. sidhanti; Mohammad shujat Ali vs UOI and others, [1975]1 SCR 449; Municipal Corporation of Delhi and Ors., [1983]3 SCR 372; State of Jammu & Kashmir vs Triloki Nath Khosa & Ors.,[1974] I SCR 771; State of Mysore vs Narasinga Rao; T.Devadasan V. The Union of India, [1964] 4 SCR at 689 & 690; Union of India vs Mrs. S.B. Kohli, [1973]3 SCR 117"
3335,1.0,6,0,
3336,0.5490196078431373,51,23,"Section 433; section 307 and 398; section 433; English Act of 1948; ACD; Raghunath Prasad Jhunjhunwalla Ka Sir Khata; VKJ; Cathbert Cooper & Sons Limited; MCJ group; Westbourane Galleries Ltd.; Yenidje Tobacco Co. Ltd.; 21 1 1959; Baird vs Lees; Cuthbert Cooper and Sons Ltd., 1937; D. Davis & Co. Ltd. vs Brunswick (Australia) Ltd. and others A.I.R. 1938 PC 114; Lackh and another vs John Blackwood Limited; Madan Lal and another vs Groin Chambers Ltd., Muzaffar Nagar and others; Rajahmundry Electric Supply Corporation Ltd. vs A. Nageswara Rao and others[1955] 2 SCR [1066]; Ramanandi Kuer vs Kalawati Kuer; S.P. Jain vs Kalinga Tubes Ltd.; section P. Jain vs Kalinga Tubes Ltd.; [1937] Ch. 392; Muzaffarnagar"
3337,0.5,6,3,Metropolitan Development Authority; Section 13(I)(II); Sections 13(1) (i) and 13(1)(ff)
3338,0.33333333333333337,15,10,Act 1 of 1964; U.P. Act 1 of 1964; U.P. Act 14 of 1958; article 3 1A(2) (a) (iii); article 3 1A(2) (a) or (iii); article 31A(2) (a) (i); section 3 (8); 1st July 1952; Pargana; Thakur Amar Singhji vs State of Rajasthan [1955] 2 S.C.R. 303
3339,0.5,10,5,"section 25F (c); District Labour Association, Calcutta vs Ex Employees of Tea Districts Labour Association; State of Bombay vs K. P. Krishnan, (ii) Clause (c) of section 25F; State of Bombay vs The Hospital Mazdoor Sabha; Workmen of Subhong Tea Estate vs The outgoing Management of Subhong Tea Estate, [1964] Y L.L.J. 333 (iii)"
3340,0.6111111111111112,18,7,Civil Appeal No. 2735/86; GOMS No. 647; R.P. No. 447/79; Writ Petition 106 of 1980; GOMS 647; General Rule 10(a)(i)(l); 14.7.1979
3341,1.0,2,0,
3342,0.671875,64,21,"513 Javed Ahmed Abdul Hamid Pawala vs State of Maharashtra; A.R. Antulay vs R.S. Nayak and another; Bachan Singh vs State of Punjab; Bihar vs Pashupati Singh; Joseph Peter vs State of Goa, Daman & Diu; Maghar Singh vs State of Punjab; Ram Adhar vs State of U.P.; Sahai, AIR 1981 SC 1442; Sher Singh & Ors; State of U.P. vs Lalla Singh; State ofU. P. vs Sahai; [546C] 515 Maneka Gandhi vs Union of India, [1978] 1 SCC 248; Sher Singh 's; Vaithees warans; AIR 2988 SC 1532; Writ Petition No. 1566 of 1985; Jagannatha Shetty; Murari Mohon Dutt; Per Oza; Sharma; Singh"
3343,0.7894736842105263,19,4,section 34(1); section 34(1) (a); N. R. Ayyangar; Per Shah
3344,0.37037037037037035,27,17,Section 47 (1 H); Section 47 (1 H) and Section 58 (2); Section 58; Section 58 (2); clauses (a) to (f) of sec; section 45; section 47; section 47 (1 H); section 58; section 62; sub section (1 H); Road Transport Corporation; State Road Transport Corporation; Tamilnadu Motor Vehicles Rules; D.R. Venkatachalam; Andhra Pradesh State Road Transport Corporation [1961]1 S.C.R. 642; Lachhman Das vs State of Punjab & Ors.[1963] 2 S.C.R. 353
3345,0.0,13,13,"Section 239(2)(E)(a); article 19(6); section 239(2)(E)(a); Uttar Pradesh Kshetra Samiti; Government of Uttar Pradesh; Zila Parishad, Etawa; Zila Parishads; Zila Parishads Adhiniyam, 1961; State of Maharashtra vs Mumbai Upnagar Gramodyog Sangh; SLP(C) No. 1900 of 1981; Etawa; April 15, 1983; June 7, 1986"
3346,0.4375,16,9,"section 351; sub section (6); Indian Penal Code; A. N. Shah vs Nageswara Rao, A.I.R. 1947 Mad. 133; Edwick v, Hawkes, , Jiba vs Chandulal, A.I.R.; Ganesh vs Venkataswara; Phutania vs Emperor, (1924) 25 Cr. L.J. 1109; Raja of Karyentnagar vs Sowcar Lodd Govind Doss, Mad; Subarna Sunami vs Kartika Kudal, (1954) I.L.R. Cuttk. 215"
3347,0.38888888888888884,18,11,"SS. 207 and 207A; section 207; amending Act 26 of 1955; Budhan Choudhry vs The State of Bihar; Chiranjit Lal Chowdhuri vs The Union of India; Habeeb Mohamad vs The State of Hyderabad; Kathi Raning Rawat vs The State of Saurashtra, (1952) S.C.R. 435; Lachmandas Kewalram Ahuja vs The State of Bombay; Matajog Dobey vs H. C. Bhari; Qasim Razvi vs The State of Hyderabad; State of Punjab vs Ajaib Singh"
3348,0.8,15,3,"Or 41 rule 27; section 2(d); Bihar Buildings (Lease, Rent and Eviction) Control Act, 1947"
3349,0.5384615384615384,13,6,"item 11 C; s.15; Act 56 of 1956; U.P. Industrial Disputes Act, 1948; [871 A C] 864 (iii); Associated Cement Co. Ltd. vs P. D. Vyas ; [1960] 1 L.L.J. 565"
